MaLich,MaCB,SoHieuMB,ThoiGianDi,ThoiGianDen,TrangThai
LB001208,CB000412,MB0025,2025-10-01 23:00:00,2025-10-02 11:44:00,Huy
LB001209,CB000049,MB0062,2024-12-10 08:00:00,2024-12-10 18:10:00,Huy
LB001210,CB000244,MB0048,2024-08-02 11:00:00,2024-08-02 22:37:00,Dung gio
LB001211,CB000259,MB0087,2024-11-03 13:30:00,2024-11-03 17:24:00,Tre
LB001212,CB000206,MB0027,2025-10-01 16:45:00,2025-10-02 04:42:00,Huy
LB001213,CB000093,MB0093,2024-01-20 20:15:00,2024-01-21 06:35:00,Tre
LB001214,CB000110,MB0070,2025-04-23 08:45:00,2025-04-23 18:54:00,Dung gio
LB001215,CB000268,MB0023,2025-01-08 14:15:00,2025-01-08 18:51:00,Dung gio
LB001216,CB000383,MB0071,2024-11-03 13:45:00,2024-11-03 19:41:00,Dung gio
LB001217,CB000325,MB0024,2025-02-26 08:30:00,2025-02-26 20:01:00,Dung gio
LB001218,CB000132,MB0071,2025-09-07 07:45:00,2025-09-07 12:19:00,Dung gio
LB001219,CB000077,MB0023,2024-01-29 07:30:00,2024-01-29 15:55:00,Tre
LB001220,CB000287,MB0048,2025-03-08 20:00:00,2025-03-08 23:56:00,Dung gio
LB001221,CB000140,MB0017,2024-01-30 08:30:00,2024-01-30 20:14:00,Huy
LB001222,CB000091,MB0067,2024-02-13 23:45:00,2024-02-14 13:36:00,Dung gio
LB001223,CB000029,MB0092,2024-03-26 10:30:00,2024-03-27 01:47:00,Dung gio
LB001224,CB000462,MB0047,2025-01-07 21:00:00,2025-01-08 04:16:00,Dung gio
LB001225,CB000121,MB0016,2025-08-07 23:00:00,2025-08-08 08:24:00,Huy
LB001226,CB000487,MB0081,2025-06-21 08:45:00,2025-06-22 00:20:00,Dung gio
LB001227,CB000122,MB0063,2024-05-05 10:30:00,2024-05-06 01:12:00,Huy
LB001228,CB000378,MB0044,2024-08-29 13:15:00,2024-08-29 16:12:00,Dung gio
LB001229,CB000090,MB0024,2024-10-08 14:45:00,2024-10-08 19:35:00,Huy
LB001230,CB000029,MB0054,2025-06-30 11:00:00,2025-06-30 16:54:00,Huy
LB001231,CB000217,MB0053,2025-11-30 07:30:00,2025-11-30 23:00:00,Dung gio
LB001232,CB000186,MB0053,2025-01-11 09:00:00,2025-01-11 20:30:00,Huy
LB001233,CB000018,MB0090,2025-11-09 01:15:00,2025-11-09 06:04:00,Huy
LB001234,CB000197,MB0032,2025-10-16 22:30:00,2025-10-17 14:24:00,Dung gio
LB001235,CB000274,MB0092,2024-08-30 14:45:00,2024-08-30 15:23:00,Tre
LB001236,CB000475,MB0100,2024-09-18 09:00:00,2024-09-18 23:32:00,Dung gio
LB001237,CB000153,MB0024,2024-06-13 14:30:00,2024-06-14 06:00:00,Tre
LB001238,CB000405,MB0005,2024-10-07 02:45:00,2024-10-07 11:17:00,Tre
LB001239,CB000475,MB0090,2024-12-06 22:45:00,2024-12-07 14:12:00,Dung gio
LB001240,CB000423,MB0021,2025-12-16 08:00:00,2025-12-16 14:30:00,Tre
LB001241,CB000309,MB0076,2025-07-14 23:30:00,2025-07-15 07:44:00,Dung gio
LB001242,CB000391,MB0010,2025-10-18 20:15:00,2025-10-19 07:30:00,Tre
LB001243,CB000406,MB0067,2024-05-19 00:45:00,2024-05-19 04:39:00,Dung gio
LB001244,CB000161,MB0061,2024-03-25 03:15:00,2024-03-25 08:00:00,Huy
LB001245,CB000366,MB0081,2025-10-26 04:45:00,2025-10-26 18:46:00,Dung gio
LB001246,CB000232,MB0053,2024-05-16 08:15:00,2024-05-16 20:28:00,Huy
LB001247,CB000424,MB0033,2024-10-15 06:00:00,2024-10-15 13:34:00,Dung gio
LB001248,CB000094,MB0045,2025-01-21 18:15:00,2025-01-21 19:06:00,Dung gio
LB001249,CB000473,MB0060,2025-10-24 19:15:00,2025-10-25 11:13:00,Dung gio
LB001250,CB000499,MB0052,2024-07-22 08:15:00,2024-07-22 09:35:00,Tre
LB001251,CB000317,MB0048,2025-09-06 08:15:00,2025-09-06 10:16:00,Dung gio
LB001252,CB000088,MB0061,2024-04-30 00:45:00,2024-04-30 14:26:00,Tre
LB001253,CB000424,MB0071,2025-05-21 03:15:00,2025-05-21 15:55:00,Dung gio
LB001254,CB000098,MB0092,2024-09-29 09:45:00,2024-09-29 16:46:00,Dung gio
LB001255,CB000221,MB0091,2024-07-30 19:15:00,2024-07-31 09:48:00,Dung gio
LB001256,CB000373,MB0071,2024-07-12 13:15:00,2024-07-12 20:43:00,Dung gio
LB001257,CB000015,MB0031,2024-09-25 07:45:00,2024-09-25 23:44:00,Dung gio
LB001258,CB000190,MB0062,2025-12-01 20:45:00,2025-12-01 22:42:00,Dung gio
LB001259,CB000241,MB0017,2024-11-27 22:45:00,2024-11-28 10:58:00,Dung gio
LB001260,CB000366,MB0044,2025-12-26 13:30:00,2025-12-26 15:14:00,Dung gio
LB001261,CB000286,MB0010,2024-02-23 10:15:00,2024-02-23 18:47:00,Dung gio
LB001262,CB000311,MB0070,2025-09-04 22:00:00,2025-09-04 22:35:00,Dung gio
LB001263,CB000259,MB0064,2025-01-25 09:45:00,2025-01-25 21:42:00,Dung gio
LB001264,CB000068,MB0096,2025-07-26 01:15:00,2025-07-26 06:11:00,Dung gio
LB001265,CB000258,MB0054,2024-12-13 14:15:00,2024-12-13 16:16:00,Dung gio
LB001266,CB000364,MB0057,2025-03-19 04:30:00,2025-03-19 06:59:00,Dung gio
LB001267,CB000023,MB0017,2025-05-26 08:30:00,2025-05-26 16:20:00,Dung gio
LB001268,CB000463,MB0093,2024-09-26 19:30:00,2024-09-27 04:49:00,Dung gio
LB001269,CB000224,MB0096,2024-06-17 10:45:00,2024-06-18 00:17:00,Dung gio
LB001270,CB000285,MB0091,2025-11-04 20:45:00,2025-11-04 22:09:00,Dung gio
LB001271,CB000077,MB0010,2024-08-23 05:00:00,2024-08-23 13:31:00,Dung gio
LB001272,CB000084,MB0074,2025-04-23 13:00:00,2025-04-24 04:46:00,Tre
LB001273,CB000021,MB0050,2024-12-31 22:45:00,2025-01-01 07:03:00,Tre
LB001274,CB000058,MB0091,2024-05-31 03:30:00,2024-05-31 05:35:00,Dung gio
LB001275,CB000445,MB0031,2024-07-03 05:30:00,2024-07-03 15:36:00,Huy
LB001276,CB000109,MB0062,2024-01-05 16:15:00,2024-01-05 23:51:00,Dung gio
LB001277,CB000127,MB0081,2025-05-25 21:00:00,2025-05-26 12:38:00,Dung gio
LB001278,CB000014,MB0031,2025-11-28 21:00:00,2025-11-29 04:13:00,Dung gio
LB001279,CB000303,MB0015,2024-11-27 04:00:00,2024-11-27 05:53:00,Tre
LB001280,CB000426,MB0074,2025-11-06 15:45:00,2025-11-07 02:58:00,Dung gio
LB001281,CB000305,MB0070,2024-01-06 10:00:00,2024-01-06 21:41:00,Huy
LB001282,CB000487,MB0050,2024-11-28 23:15:00,2024-11-29 03:21:00,Dung gio
LB001283,CB000411,MB0067,2024-10-16 10:00:00,2024-10-16 23:11:00,Dung gio
LB001284,CB000281,MB0063,2025-01-25 02:45:00,2025-01-25 07:36:00,Dung gio
LB001285,CB000123,MB0081,2025-02-12 02:00:00,2025-02-12 17:02:00,Dung gio
LB001286,CB000084,MB0044,2025-02-16 09:15:00,2025-02-16 11:48:00,Dung gio
LB001287,CB000252,MB0087,2025-03-18 23:30:00,2025-03-19 15:25:00,Huy
LB001288,CB000068,MB0041,2025-11-12 03:30:00,2025-11-12 12:44:00,Dung gio
LB001289,CB000251,MB0050,2025-02-01 15:30:00,2025-02-02 01:36:00,Huy
LB001290,CB000217,MB0013,2025-03-08 11:15:00,2025-03-08 19:09:00,Tre
LB001291,CB000048,MB0005,2025-06-09 10:45:00,2025-06-09 22:47:00,Dung gio
LB001292,CB000332,MB0071,2025-12-31 04:45:00,2025-12-31 14:14:00,Huy
LB001293,CB000043,MB0031,2025-04-24 13:00:00,2025-04-25 04:58:00,Tre
LB001294,CB000154,MB0020,2024-05-10 21:30:00,2024-05-11 12:21:00,Dung gio
LB001295,CB000268,MB0048,2024-10-29 18:00:00,2024-10-30 03:54:00,Dung gio
LB001296,CB000470,MB0005,2025-06-09 03:45:00,2025-06-09 11:17:00,Dung gio
LB001297,CB000238,MB0070,2025-08-05 08:30:00,2025-08-05 13:20:00,Huy
LB001298,CB000042,MB0081,2025-05-30 00:00:00,2025-05-30 13:08:00,Tre
LB001299,CB000092,MB0084,2024-07-05 12:00:00,2024-07-05 13:55:00,Tre
LB001300,CB000449,MB0074,2024-10-31 10:45:00,2024-11-01 00:10:00,Tre
LB001301,CB000320,MB0087,2024-09-28 10:15:00,2024-09-28 14:21:00,Dung gio
LB001302,CB000041,MB0077,2025-09-10 08:00:00,2025-09-10 15:54:00,Huy
LB001303,CB000010,MB0001,2025-02-08 03:00:00,2025-02-08 06:25:00,Tre
LB001304,CB000236,MB0073,2025-02-18 21:45:00,2025-02-19 03:25:00,Huy
LB001305,CB000417,MB0064,2025-01-04 22:45:00,2025-01-05 12:58:00,Dung gio
LB001306,CB000045,MB0017,2024-05-18 00:15:00,2024-05-18 02:39:00,Dung gio
LB001307,CB000357,MB0023,2024-01-28 06:45:00,2024-01-28 18:19:00,Dung gio
LB001308,CB000333,MB0026,2025-03-22 20:15:00,2025-03-22 22:13:00,Dung gio
LB001309,CB000395,MB0052,2024-05-31 15:45:00,2024-05-31 16:37:00,Dung gio
LB001310,CB000086,MB0096,2024-06-05 23:45:00,2024-06-06 08:31:00,Tre
LB001311,CB000011,MB0092,2025-04-05 18:15:00,2025-04-05 22:11:00,Dung gio
LB001312,CB000292,MB0090,2025-02-05 01:30:00,2025-02-05 02:08:00,Dung gio
LB001313,CB000323,MB0091,2025-12-31 13:45:00,2026-01-01 04:43:00,Tre
LB001314,CB000378,MB0062,2025-09-02 23:30:00,2025-09-03 00:37:00,Tre
LB001315,CB000205,MB0054,2025-06-09 18:45:00,2025-06-09 23:12:00,Dung gio
LB001316,CB000271,MB0002,2025-03-08 18:30:00,2025-03-09 04:26:00,Dung gio
LB001317,CB000138,MB0096,2025-10-25 13:45:00,2025-10-25 16:14:00,Tre
LB001318,CB000319,MB0067,2024-12-21 14:45:00,2024-12-21 15:36:00,Dung gio
LB001319,CB000148,MB0076,2024-07-15 15:30:00,2024-07-15 23:28:00,Dung gio
LB001320,CB000260,MB0025,2025-08-24 21:30:00,2025-08-25 08:16:00,Tre
LB001321,CB000068,MB0093,2024-10-27 23:45:00,2024-10-28 07:21:00,Dung gio
LB001322,CB000408,MB0053,2024-06-14 19:15:00,2024-06-15 00:34:00,Dung gio
LB001323,CB000342,MB0053,2024-05-12 05:15:00,2024-05-12 08:25:00,Huy
LB001324,CB000252,MB0015,2025-03-01 15:30:00,2025-03-01 20:00:00,Dung gio
LB001325,CB000286,MB0010,2024-01-19 11:30:00,2024-01-19 18:05:00,Dung gio
LB001326,CB000090,MB0089,2025-05-30 01:00:00,2025-05-30 07:15:00,Tre
LB001327,CB000059,MB0064,2024-08-20 03:15:00,2024-08-20 12:03:00,Dung gio
LB001328,CB000175,MB0084,2024-12-29 01:30:00,2024-12-29 17:17:00,Dung gio
LB001329,CB000437,MB0073,2025-06-11 19:00:00,2025-06-12 07:33:00,Dung gio
LB001330,CB000475,MB0050,2025-04-13 03:00:00,2025-04-13 16:50:00,Huy
LB001331,CB000313,MB0084,2024-04-14 17:00:00,2024-04-15 02:09:00,Dung gio
LB001332,CB000086,MB0065,2024-04-30 06:30:00,2024-04-30 09:40:00,Dung gio
LB001333,CB000363,MB0050,2025-06-02 15:00:00,2025-06-02 18:07:00,Dung gio
LB001334,CB000172,MB0089,2024-05-21 03:15:00,2024-05-21 11:14:00,Tre
LB001335,CB000394,MB0081,2024-01-07 07:45:00,2024-01-07 14:04:00,Dung gio
LB001336,CB000259,MB0021,2024-03-28 08:30:00,2024-03-28 21:12:00,Tre
LB001337,CB000185,MB0065,2025-11-11 07:15:00,2025-11-11 20:36:00,Huy
LB001338,CB000216,MB0084,2024-08-21 04:45:00,2024-08-21 12:18:00,Tre
LB001339,CB000460,MB0052,2025-06-12 21:30:00,2025-06-12 22:30:00,Tre
LB001340,CB000075,MB0081,2024-01-11 22:00:00,2024-01-11 23:56:00,Dung gio
LB001341,CB000162,MB0045,2024-06-17 13:00:00,2024-06-17 20:12:00,Dung gio
LB001342,CB000339,MB0067,2024-06-03 18:00:00,2024-06-04 05:16:00,Huy
LB001343,CB000499,MB0031,2025-03-05 12:30:00,2025-03-06 01:18:00,Dung gio
LB001344,CB000466,MB0041,2024-01-09 08:15:00,2024-01-09 20:42:00,Tre
LB001345,CB000229,MB0067,2024-07-29 17:45:00,2024-07-30 06:09:00,Dung gio
LB001346,CB000455,MB0087,2025-10-26 12:15:00,2025-10-27 03:47:00,Dung gio
LB001347,CB000044,MB0005,2025-07-04 10:45:00,2025-07-04 23:37:00,Dung gio
LB001348,CB000267,MB0059,2024-10-17 06:00:00,2024-10-17 15:13:00,Huy
LB001349,CB000160,MB0057,2024-12-14 20:15:00,2024-12-14 21:08:00,Dung gio
LB001350,CB000456,MB0084,2025-07-06 18:30:00,2025-07-06 23:07:00,Dung gio
LB001351,CB000372,MB0048,2025-06-01 03:00:00,2025-06-01 17:51:00,Dung gio
LB001352,CB000133,MB0065,2025-06-03 11:00:00,2025-06-03 12:18:00,Dung gio
LB001353,CB000230,MB0032,2025-08-09 23:00:00,2025-08-10 07:14:00,Dung gio
LB001354,CB000121,MB0087,2025-08-18 18:15:00,2025-08-19 00:43:00,Dung gio
LB001355,CB000146,MB0070,2025-08-09 21:15:00,2025-08-10 09:56:00,Tre
LB001356,CB000267,MB0077,2024-09-10 03:30:00,2024-09-10 12:48:00,Huy
LB001357,CB000099,MB0089,2025-01-04 14:00:00,2025-01-04 17:00:00,Tre
LB001358,CB000425,MB0047,2024-03-24 02:00:00,2024-03-24 09:45:00,Dung gio
LB001359,CB000244,MB0024,2025-04-01 02:30:00,2025-04-01 14:33:00,Huy
LB001360,CB000207,MB0062,2025-07-26 16:45:00,2025-07-27 08:07:00,Dung gio
LB001361,CB000300,MB0054,2025-10-13 13:45:00,2025-10-14 02:00:00,Tre
LB001362,CB000375,MB0047,2024-06-15 04:15:00,2024-06-15 13:01:00,Tre
LB001363,CB000067,MB0074,2025-06-09 16:00:00,2025-06-10 04:21:00,Dung gio
LB001364,CB000234,MB0053,2024-02-03 23:15:00,2024-02-04 09:17:00,Dung gio
LB001365,CB000472,MB0016,2025-09-08 13:00:00,2025-09-08 15:33:00,Dung gio
LB001366,CB000293,MB0031,2024-02-11 16:15:00,2024-02-11 18:45:00,Dung gio
LB001367,CB000157,MB0043,2024-11-06 09:45:00,2024-11-06 10:43:00,Dung gio
LB001368,CB000073,MB0084,2025-08-26 13:00:00,2025-08-27 04:45:00,Dung gio
LB001369,CB000456,MB0031,2024-08-08 05:45:00,2024-08-08 06:17:00,Dung gio
LB001370,CB000281,MB0041,2024-03-10 01:45:00,2024-03-10 10:27:00,Huy
LB001371,CB000159,MB0061,2025-04-08 10:45:00,2025-04-08 19:21:00,Huy
LB001372,CB000068,MB0078,2024-05-21 16:45:00,2024-05-22 06:14:00,Tre
LB001373,CB000342,MB0050,2024-06-01 23:30:00,2024-06-02 01:31:00,Huy
LB001374,CB000341,MB0064,2025-02-23 12:15:00,2025-02-24 04:06:00,Tre
LB001375,CB000174,MB0059,2024-02-16 21:45:00,2024-02-17 10:48:00,Dung gio
LB001376,CB000331,MB0013,2024-06-18 22:00:00,2024-06-19 08:15:00,Dung gio
LB001377,CB000288,MB0067,2024-05-06 20:00:00,2024-05-06 23:47:00,Huy
LB001378,CB000278,MB0061,2024-02-24 18:15:00,2024-02-25 07:33:00,Tre
LB001379,CB000258,MB0096,2024-01-20 03:15:00,2024-01-20 04:04:00,Dung gio
LB001380,CB000403,MB0024,2024-09-08 22:45:00,2024-09-09 00:41:00,Huy
LB001381,CB000311,MB0033,2025-02-15 18:00:00,2025-02-16 02:53:00,Dung gio
LB001382,CB000175,MB0048,2024-07-03 13:00:00,2024-07-04 04:10:00,Huy
LB001383,CB000163,MB0044,2024-09-20 02:00:00,2024-09-20 04:11:00,Huy
LB001384,CB000087,MB0031,2024-05-27 05:30:00,2024-05-27 19:06:00,Dung gio
LB001385,CB000079,MB0032,2025-02-21 21:15:00,2025-02-21 22:45:00,Huy
LB001386,CB000493,MB0033,2024-07-04 00:00:00,2024-07-04 05:35:00,Tre
LB001387,CB000051,MB0033,2024-05-25 13:30:00,2024-05-25 18:24:00,Tre
LB001388,CB000483,MB0089,2024-05-03 01:15:00,2024-05-03 05:50:00,Huy
LB001389,CB000301,MB0026,2025-05-19 16:45:00,2025-05-19 19:12:00,Dung gio
LB001390,CB000032,MB0033,2025-04-20 17:45:00,2025-04-20 19:22:00,Tre
LB001391,CB000015,MB0047,2025-10-10 07:00:00,2025-10-10 12:05:00,Huy
LB001392,CB000494,MB0062,2025-11-22 03:15:00,2025-11-22 16:46:00,Huy
LB001393,CB000334,MB0084,2024-05-08 09:45:00,2024-05-08 17:51:00,Dung gio
LB001394,CB000434,MB0065,2025-05-27 06:15:00,2025-05-27 13:07:00,Huy
LB001395,CB000087,MB0084,2024-09-08 17:45:00,2024-09-09 03:43:00,Tre
LB001396,CB000022,MB0001,2025-04-20 19:30:00,2025-04-21 07:08:00,Dung gio
LB001397,CB000001,MB0010,2025-05-08 08:30:00,2025-05-08 23:19:00,Tre
LB001398,CB000180,MB0090,2025-10-09 06:30:00,2025-10-09 07:46:00,Dung gio
LB001399,CB000379,MB0059,2025-07-30 02:30:00,2025-07-30 04:31:00,Tre
LB001400,CB000358,MB0016,2024-05-23 23:30:00,2024-05-24 14:59:00,Tre
LB001401,CB000108,MB0064,2025-05-31 10:30:00,2025-05-31 21:50:00,Dung gio
LB001402,CB000386,MB0074,2025-04-08 08:15:00,2025-04-08 20:03:00,Dung gio
LB001403,CB000175,MB0024,2025-04-15 19:30:00,2025-04-15 20:16:00,Dung gio
LB001404,CB000331,MB0001,2025-09-15 15:00:00,2025-09-16 06:53:00,Dung gio
LB001405,CB000345,MB0022,2025-02-27 17:45:00,2025-02-28 07:15:00,Tre
LB001406,CB000276,MB0013,2025-10-26 20:00:00,2025-10-27 05:41:00,Dung gio
LB001407,CB000457,MB0090,2025-11-18 14:00:00,2025-11-18 20:31:00,Tre
LB001408,CB000424,MB0063,2025-01-01 12:15:00,2025-01-02 03:04:00,Dung gio
LB001409,CB000064,MB0052,2025-01-14 06:45:00,2025-01-14 07:24:00,Dung gio
LB001410,CB000381,MB0002,2024-10-14 21:30:00,2024-10-15 01:16:00,Dung gio
LB001411,CB000418,MB0064,2025-10-02 09:15:00,2025-10-02 13:44:00,Tre
LB001412,CB000496,MB0043,2024-02-07 08:45:00,2024-02-08 00:41:00,Huy
LB001413,CB000108,MB0001,2024-07-19 20:45:00,2024-07-19 23:08:00,Dung gio
LB001414,CB000292,MB0056,2025-05-20 05:15:00,2025-05-20 17:00:00,Huy
LB001415,CB000345,MB0071,2025-09-09 18:15:00,2025-09-09 19:51:00,Huy
LB001416,CB000066,MB0077,2024-03-07 04:30:00,2024-03-07 14:43:00,Dung gio
LB001417,CB000452,MB0057,2024-10-07 06:00:00,2024-10-07 18:19:00,Huy
LB001418,CB000315,MB0027,2025-11-28 17:45:00,2025-11-28 18:17:00,Tre
LB001419,CB000329,MB0071,2025-10-27 01:30:00,2025-10-27 09:22:00,Tre
LB001420,CB000141,MB0016,2025-11-27 16:45:00,2025-11-28 01:42:00,Dung gio
LB001421,CB000265,MB0078,2024-02-14 23:15:00,2024-02-15 00:33:00,Dung gio
LB001422,CB000471,MB0047,2025-06-29 14:30:00,2025-06-29 15:05:00,Tre
LB001423,CB000100,MB0037,2024-03-24 18:00:00,2024-03-25 07:05:00,Dung gio
LB001424,CB000354,MB0048,2024-03-17 07:15:00,2024-03-17 10:33:00,Dung gio
LB001425,CB000160,MB0012,2025-10-03 20:00:00,2025-10-03 20:58:00,Tre
LB001426,CB000222,MB0087,2024-01-25 18:30:00,2024-01-26 09:20:00,Dung gio
LB001427,CB000127,MB0015,2025-04-29 07:30:00,2025-04-29 22:12:00,Dung gio
LB001428,CB000421,MB0037,2025-06-16 07:00:00,2025-06-16 20:44:00,Huy
LB001429,CB000318,MB0050,2024-04-07 20:45:00,2024-04-08 07:07:00,Dung gio
LB001430,CB000044,MB0010,2024-02-04 12:30:00,2024-02-05 04:11:00,Dung gio
LB001431,CB000401,MB0017,2024-03-04 14:00:00,2024-03-04 19:38:00,Huy
LB001432,CB000321,MB0048,2024-03-08 03:00:00,2024-03-08 13:02:00,Dung gio
LB001433,CB000151,MB0091,2025-01-25 12:00:00,2025-01-25 23:02:00,Tre
LB001434,CB000120,MB0092,2025-09-05 21:00:00,2025-09-06 05:14:00,Tre
LB001435,CB000238,MB0084,2025-03-14 19:00:00,2025-03-15 01:17:00,Dung gio
LB001436,CB000233,MB0057,2024-12-02 18:15:00,2024-12-02 20:35:00,Dung gio
LB001437,CB000007,MB0063,2025-12-31 02:15:00,2025-12-31 18:11:00,Huy
LB001438,CB000065,MB0065,2025-06-05 08:30:00,2025-06-05 16:11:00,Tre
LB001439,CB000372,MB0064,2025-03-31 05:15:00,2025-03-31 08:05:00,Dung gio
LB001440,CB000031,MB0017,2024-11-15 18:45:00,2024-11-16 04:00:00,Dung gio
LB001441,CB000160,MB0062,2025-07-08 04:15:00,2025-07-08 12:45:00,Dung gio
LB001442,CB000309,MB0037,2024-10-25 11:00:00,2024-10-25 20:20:00,Huy
LB001443,CB000337,MB0071,2024-05-28 01:15:00,2024-05-28 10:24:00,Huy
LB001444,CB000440,MB0010,2025-03-08 11:15:00,2025-03-08 15:10:00,Dung gio
LB001445,CB000403,MB0012,2024-12-15 06:45:00,2024-12-15 19:06:00,Tre
LB001446,CB000308,MB0073,2024-12-05 18:30:00,2024-12-06 05:30:00,Dung gio
LB001447,CB000215,MB0037,2024-06-15 03:45:00,2024-06-15 19:12:00,Dung gio
LB001448,CB000254,MB0025,2024-01-04 20:15:00,2024-01-05 08:34:00,Dung gio
LB001449,CB000239,MB0064,2024-08-06 07:45:00,2024-08-06 20:47:00,Dung gio
LB001450,CB000414,MB0077,2025-01-19 06:45:00,2025-01-19 10:23:00,Dung gio
LB001451,CB000186,MB0001,2024-03-16 11:00:00,2024-03-16 20:58:00,Dung gio
LB001452,CB000073,MB0031,2025-03-26 06:30:00,2025-03-26 07:44:00,Dung gio
LB001453,CB000102,MB0023,2024-10-17 05:15:00,2024-10-17 20:51:00,Dung gio
LB001454,CB000369,MB0022,2024-12-13 17:15:00,2024-12-13 20:47:00,Dung gio
LB001455,CB000012,MB0022,2024-09-25 03:00:00,2024-09-25 17:41:00,Dung gio
LB001456,CB000195,MB0067,2024-04-23 10:15:00,2024-04-23 15:57:00,Tre
LB001457,CB000123,MB0043,2025-01-16 21:15:00,2025-01-17 06:44:00,Huy
LB001458,CB000452,MB0048,2025-12-29 02:00:00,2025-12-29 04:57:00,Dung gio
LB001459,CB000407,MB0023,2024-07-15 17:45:00,2024-07-16 06:06:00,Dung gio
LB001460,CB000163,MB0063,2025-03-15 20:15:00,2025-03-15 21:32:00,Huy
LB001461,CB000301,MB0023,2025-07-02 09:15:00,2025-07-02 15:20:00,Dung gio
LB001462,CB000028,MB0065,2024-10-13 04:45:00,2024-10-13 08:49:00,Dung gio
LB001463,CB000402,MB0053,2025-11-10 19:00:00,2025-11-10 22:21:00,Huy
LB001464,CB000199,MB0078,2025-10-22 16:30:00,2025-10-23 01:30:00,Huy
LB001465,CB000238,MB0022,2024-11-25 22:30:00,2024-11-26 07:58:00,Tre
LB001466,CB000367,MB0054,2025-04-30 08:45:00,2025-04-30 20:08:00,Huy
LB001467,CB000333,MB0005,2024-07-31 07:15:00,2024-07-31 15:27:00,Dung gio
LB001468,CB000203,MB0024,2024-11-09 13:45:00,2024-11-10 00:00:00,Dung gio
LB001469,CB000479,MB0090,2025-01-18 08:00:00,2025-01-18 10:47:00,Dung gio
LB001470,CB000152,MB0050,2025-06-15 11:15:00,2025-06-15 21:42:00,Dung gio
LB001471,CB000239,MB0056,2025-09-28 10:45:00,2025-09-28 18:56:00,Tre
LB001472,CB000222,MB0047,2025-01-11 15:30:00,2025-01-11 20:39:00,Tre
LB001473,CB000013,MB0022,2025-03-28 07:30:00,2025-03-28 19:00:00,Dung gio
LB001474,CB000184,MB0096,2024-03-25 09:00:00,2024-03-25 22:54:00,Dung gio
LB001475,CB000475,MB0025,2024-04-10 03:00:00,2024-04-10 09:38:00,Dung gio
LB001476,CB000280,MB0023,2024-12-07 06:30:00,2024-12-07 11:16:00,Dung gio
LB001477,CB000382,MB0089,2025-11-30 08:15:00,2025-11-30 20:47:00,Huy
LB001478,CB000071,MB0091,2025-07-10 08:00:00,2025-07-10 21:38:00,Dung gio
LB001479,CB000145,MB0089,2024-12-20 12:45:00,2024-12-21 03:16:00,Huy
LB001480,CB000388,MB0067,2024-01-13 15:15:00,2024-01-14 06:31:00,Tre
LB001481,CB000117,MB0025,2024-08-02 15:15:00,2024-08-03 00:33:00,Huy
LB001482,CB000403,MB0060,2025-04-24 23:45:00,2025-04-25 06:03:00,Dung gio
LB001483,CB000161,MB0091,2024-07-11 13:45:00,2024-07-11 17:49:00,Tre
LB001484,CB000231,MB0091,2025-07-25 00:30:00,2025-07-25 03:22:00,Huy
LB001485,CB000448,MB0017,2024-11-08 23:00:00,2024-11-09 08:01:00,Dung gio
LB001486,CB000174,MB0025,2025-03-05 13:45:00,2025-03-06 03:16:00,Huy
LB001487,CB000154,MB0033,2025-08-24 00:00:00,2025-08-24 02:52:00,Dung gio
LB001488,CB000488,MB0037,2025-08-04 20:45:00,2025-08-05 03:45:00,Dung gio
LB001489,CB000486,MB0045,2024-03-06 17:45:00,2024-03-06 21:27:00,Tre
LB001490,CB000056,MB0037,2025-08-06 14:30:00,2025-08-06 16:35:00,Dung gio
LB001491,CB000054,MB0071,2025-07-20 05:00:00,2025-07-20 19:36:00,Huy
LB001492,CB000251,MB0002,2024-07-10 06:00:00,2024-07-10 13:05:00,Dung gio
LB001493,CB000106,MB0025,2024-10-25 21:00:00,2024-10-26 05:15:00,Dung gio
LB001494,CB000189,MB0057,2024-01-12 05:30:00,2024-01-12 20:40:00,Tre
LB001495,CB000201,MB0021,2024-04-23 04:45:00,2024-04-23 13:24:00,Dung gio
LB001496,CB000200,MB0096,2024-07-30 04:15:00,2024-07-30 10:02:00,Tre
LB001497,CB000419,MB0074,2025-11-11 15:15:00,2025-11-12 02:03:00,Huy
LB001498,CB000481,MB0032,2025-08-24 06:45:00,2025-08-24 11:57:00,Dung gio
LB001499,CB000004,MB0020,2025-04-01 02:45:00,2025-04-01 13:34:00,Dung gio
LB001500,CB000270,MB0037,2025-08-05 15:45:00,2025-08-06 00:08:00,Huy
LB001501,CB000021,MB0077,2024-04-03 09:45:00,2024-04-03 16:10:00,Dung gio
LB001502,CB000201,MB0064,2024-06-28 13:15:00,2024-06-28 16:48:00,Huy
LB001503,CB000376,MB0048,2025-04-13 12:15:00,2025-04-14 00:40:00,Huy
LB001504,CB000049,MB0045,2025-12-16 01:15:00,2025-12-16 16:51:00,Dung gio
LB001505,CB000141,MB0093,2025-10-05 17:30:00,2025-10-06 05:22:00,Dung gio
LB001506,CB000358,MB0076,2024-08-10 15:45:00,2024-08-11 05:15:00,Huy
LB001507,CB000063,MB0043,2024-03-19 03:30:00,2024-03-19 10:59:00,Tre
LB001508,CB000085,MB0027,2024-07-31 16:00:00,2024-08-01 00:23:00,Dung gio
LB001509,CB000038,MB0065,2025-12-12 21:45:00,2025-12-13 04:45:00,Dung gio
