MaHanhLy,MaVe,TrongLuong,LoaiHanhLy
HL00002539,VE00011233,1.31,Xach tay
HL00002540,VE00038716,2.62,Xach tay
HL00002541,VE00032303,4.25,Xach tay
HL00002542,VE00009635,4.68,Xach tay
HL00002543,VE00049808,5.97,Xach tay
HL00002544,VE00020222,6.32,Xach tay
HL00002545,VE00041508,4.69,Xach tay
HL00002546,VE00041508,6.88,Ky gui
HL00002547,VE00047278,5.72,Xach tay
HL00002548,VE00047278,24.53,Ky gui
HL00002549,VE00013966,5.4,Xach tay
HL00002550,VE00011996,4.12,Xach tay
HL00002551,VE00000681,4.48,Xach tay
HL00002552,VE00040406,5.03,Xach tay
HL00002553,VE00058293,6.02,Xach tay
HL00002554,VE00035359,2.93,Xach tay
HL00002555,VE00013400,5.79,Ky gui
HL00002556,VE00017368,0.57,Xach tay
HL00002557,VE00017368,7.84,Ky gui
HL00002558,VE00011443,4.97,Xach tay
HL00002559,VE00024562,1.61,Xach tay
HL00002560,VE00056490,6.36,Xach tay
HL00002561,VE00058831,6.37,Xach tay
HL00002562,VE00053484,5.6,Xach tay
HL00002563,VE00013539,6.66,Xach tay
HL00002564,VE00003443,2.64,Xach tay
HL00002565,VE00003443,21.54,Ky gui
HL00002566,VE00011747,12.29,Ky gui
HL00002567,VE00046389,1.4,Xach tay
HL00002568,VE00072643,1.32,Xach tay
HL00002569,VE00078241,28.97,Ky gui
HL00002570,VE00042524,3.4,Xach tay
HL00002571,VE00050494,3.93,Xach tay
HL00002572,VE00001618,22.85,Ky gui
HL00002573,VE00054239,5.25,Xach tay
HL00002574,VE00050830,2.21,Xach tay
HL00002575,VE00011102,1.04,Xach tay
HL00002576,VE00073340,28.57,Ky gui
HL00002577,VE00031817,24.85,Ky gui
HL00002578,VE00074968,1.01,Xach tay
HL00002579,VE00022228,0.59,Xach tay
HL00002580,VE00022228,10.84,Ky gui
HL00002581,VE00049904,10.07,Ky gui
HL00002582,VE00022217,1.86,Xach tay
HL00002583,VE00018199,19.25,Ky gui
HL00002584,VE00039470,13.42,Ky gui
HL00002585,VE00035181,1.5,Xach tay
HL00002586,VE00064635,29.68,Ky gui
HL00002587,VE00019128,2.86,Xach tay
HL00002588,VE00056974,26.06,Ky gui
HL00002589,VE00036171,2.31,Xach tay
HL00002590,VE00055195,2.5,Xach tay
HL00002591,VE00063470,8.98,Ky gui
HL00002592,VE00047334,11.5,Ky gui
HL00002593,VE00032322,0.69,Xach tay
HL00002594,VE00064986,17.22,Ky gui
HL00002595,VE00077832,6.53,Xach tay
HL00002596,VE00025631,3.3,Xach tay
HL00002597,VE00025631,9.07,Ky gui
HL00002598,VE00060013,18.71,Ky gui
HL00002599,VE00014022,2.27,Xach tay
HL00002600,VE00014022,7.64,Ky gui
HL00002601,VE00017759,24.76,Ky gui
HL00002602,VE00039933,2.41,Xach tay
HL00002603,VE00000888,4.36,Xach tay
HL00002604,VE00051865,18.33,Ky gui
HL00002605,VE00043545,4.93,Xach tay
HL00002606,VE00049793,30.89,Ky gui
HL00002607,VE00043194,0.85,Xach tay
HL00002608,VE00057701,2.23,Xach tay
HL00002609,VE00057701,6.78,Ky gui
HL00002610,VE00043875,1.97,Xach tay
HL00002611,VE00056442,24.33,Ky gui
HL00002612,VE00077909,1.16,Xach tay
HL00002613,VE00017843,28.75,Ky gui
HL00002614,VE00039379,1.84,Xach tay
HL00002615,VE00079065,14.39,Ky gui
HL00002616,VE00026327,4.38,Xach tay
HL00002617,VE00062785,7.54,Ky gui
HL00002618,VE00023284,23.91,Ky gui
HL00002619,VE00052199,2.48,Xach tay
HL00002620,VE00038201,2.55,Xach tay
HL00002621,VE00064358,1.72,Xach tay
HL00002622,VE00064358,29.3,Ky gui
HL00002623,VE00075482,0.58,Xach tay
HL00002624,VE00031776,2.67,Xach tay
HL00002625,VE00042715,2.21,Xach tay
HL00002626,VE00049291,4.91,Xach tay
HL00002627,VE00049291,28.03,Ky gui
HL00002628,VE00036740,31.18,Ky gui
HL00002629,VE00051503,18.18,Ky gui
HL00002630,VE00047844,1.21,Xach tay
HL00002631,VE00014928,20.32,Ky gui
HL00002632,VE00026189,19.18,Ky gui
HL00002633,VE00077625,1.45,Xach tay
HL00002634,VE00071517,2.48,Xach tay
HL00002635,VE00071517,24.88,Ky gui
HL00002636,VE00023584,5.28,Xach tay
HL00002637,VE00060506,3.66,Xach tay
HL00002638,VE00027480,0.59,Xach tay
HL00002639,VE00057470,5.12,Xach tay
HL00002640,VE00009065,28.14,Ky gui
HL00002641,VE00018243,8.04,Ky gui
HL00002642,VE00039693,24.66,Ky gui
HL00002643,VE00031723,6.86,Xach tay
HL00002644,VE00031723,28.12,Ky gui
HL00002645,VE00033120,8.82,Ky gui
HL00002646,VE00020204,2.09,Xach tay
HL00002647,VE00055461,31.28,Ky gui
HL00002648,VE00049413,5.34,Xach tay
HL00002649,VE00009695,6.71,Xach tay
HL00002650,VE00058861,31.07,Ky gui
HL00002651,VE00062815,29.28,Ky gui
HL00002652,VE00076316,6.73,Xach tay
HL00002653,VE00052535,12.16,Ky gui
HL00002654,VE00070041,28.98,Ky gui
HL00002655,VE00066403,3.21,Xach tay
HL00002656,VE00071257,0.77,Xach tay
HL00002657,VE00004819,14.27,Ky gui
HL00002658,VE00047125,16.7,Ky gui
HL00002659,VE00070374,6.79,Xach tay
HL00002660,VE00077834,12.79,Ky gui
HL00002661,VE00014336,4.96,Xach tay
HL00002662,VE00032537,1.48,Xach tay
HL00002663,VE00021803,22.94,Ky gui
HL00002664,VE00005807,2.37,Xach tay
HL00002665,VE00073823,5.42,Ky gui
HL00002666,VE00052379,2.34,Xach tay
HL00002667,VE00052379,21.01,Ky gui
HL00002668,VE00043464,2.49,Xach tay
HL00002669,VE00043464,16.62,Ky gui
HL00002670,VE00056421,5.02,Ky gui
HL00002671,VE00013887,2.78,Xach tay
HL00002672,VE00001383,6.08,Xach tay
HL00002673,VE00033914,25.76,Ky gui
HL00002674,VE00029099,1.06,Xach tay
HL00002675,VE00066936,6.97,Xach tay
HL00002676,VE00068000,4.3,Xach tay
HL00002677,VE00073138,1.92,Xach tay
HL00002678,VE00073138,17.78,Ky gui
HL00002679,VE00076090,5.78,Xach tay
HL00002680,VE00075398,16.41,Ky gui
HL00002681,VE00058430,2.2,Xach tay
HL00002682,VE00058430,13.15,Ky gui
HL00002683,VE00049037,4.17,Xach tay
HL00002684,VE00051267,13.71,Ky gui
HL00002685,VE00060695,23.45,Ky gui
HL00002686,VE00077148,1.38,Xach tay
HL00002687,VE00019759,13.13,Ky gui
HL00002688,VE00045216,4.18,Xach tay
HL00002689,VE00045216,21.96,Ky gui
HL00002690,VE00003220,15.15,Ky gui
HL00002691,VE00013704,1.4,Xach tay
HL00002692,VE00038723,2.54,Xach tay
HL00002693,VE00011254,17.65,Ky gui
HL00002694,VE00015214,3.23,Xach tay
HL00002695,VE00018570,0.68,Xach tay
HL00002696,VE00045657,30.85,Ky gui
HL00002697,VE00040881,5.41,Xach tay
HL00002698,VE00044967,13.16,Ky gui
HL00002699,VE00059682,3.83,Xach tay
HL00002700,VE00027115,4.03,Xach tay
HL00002701,VE00068304,12.92,Ky gui
HL00002702,VE00063299,15.6,Ky gui
HL00002703,VE00045653,0.54,Xach tay
HL00002704,VE00062412,28.62,Ky gui
HL00002705,VE00012796,0.85,Xach tay
HL00002706,VE00057432,5.89,Xach tay
HL00002707,VE00057432,22.55,Ky gui
HL00002708,VE00059304,1.13,Xach tay
HL00002709,VE00041801,3.63,Xach tay
HL00002710,VE00008805,0.9,Xach tay
HL00002711,VE00039357,23.21,Ky gui
HL00002712,VE00005857,6.43,Ky gui
HL00002713,VE00015085,1.44,Xach tay
HL00002714,VE00002961,18.37,Ky gui
HL00002715,VE00044968,4.89,Xach tay
HL00002716,VE00021543,2.52,Xach tay
HL00002717,VE00067633,3.65,Xach tay
HL00002718,VE00067633,23.57,Ky gui
HL00002719,VE00022866,0.5,Xach tay
HL00002720,VE00072340,8.27,Ky gui
HL00002721,VE00020990,1.83,Xach tay
HL00002722,VE00020990,17.79,Ky gui
HL00002723,VE00043384,16.98,Ky gui
HL00002724,VE00073381,1.29,Xach tay
HL00002725,VE00073381,15.92,Ky gui
HL00002726,VE00060563,27.73,Ky gui
HL00002727,VE00030390,27.19,Ky gui
HL00002728,VE00053091,28.2,Ky gui
HL00002729,VE00024177,16.67,Ky gui
HL00002730,VE00024431,9.99,Ky gui
HL00002731,VE00056641,22.75,Ky gui
HL00002732,VE00051850,5.32,Xach tay
HL00002733,VE00003827,17.86,Ky gui
HL00002734,VE00025864,4.84,Xach tay
HL00002735,VE00077622,4.84,Xach tay
HL00002736,VE00056303,5.03,Xach tay
HL00002737,VE00050966,3.21,Xach tay
HL00002738,VE00000584,0.68,Xach tay
HL00002739,VE00028154,4.17,Xach tay
HL00002740,VE00026973,2.47,Xach tay
HL00002741,VE00026973,22.42,Ky gui
HL00002742,VE00008201,6.15,Ky gui
HL00002743,VE00024506,5.2,Xach tay
HL00002744,VE00047946,6.88,Xach tay
HL00002745,VE00042728,6.06,Xach tay
HL00002746,VE00025831,14.42,Ky gui
HL00002747,VE00059973,15.55,Ky gui
HL00002748,VE00014937,4.76,Xach tay
HL00002749,VE00014937,14.5,Ky gui
HL00002750,VE00034388,14.16,Ky gui
HL00002751,VE00064158,26.24,Ky gui
HL00002752,VE00069169,5.46,Xach tay
HL00002753,VE00041079,3.06,Xach tay
HL00002754,VE00050940,15.17,Ky gui
HL00002755,VE00051452,4.78,Xach tay
HL00002756,VE00076940,30.04,Ky gui
HL00002757,VE00014973,19.19,Ky gui
HL00002758,VE00045604,2.61,Xach tay
HL00002759,VE00022614,4.51,Xach tay
HL00002760,VE00038987,0.79,Xach tay
HL00002761,VE00011109,1.13,Xach tay
HL00002762,VE00017557,6.57,Xach tay
HL00002763,VE00041050,5.44,Xach tay
HL00002764,VE00031271,24.78,Ky gui
HL00002765,VE00015329,6.35,Xach tay
HL00002766,VE00023993,6.3,Xach tay
HL00002767,VE00018529,16.34,Ky gui
HL00002768,VE00066955,4.48,Xach tay
HL00002769,VE00066955,8.09,Ky gui
HL00002770,VE00050917,6.97,Ky gui
HL00002771,VE00054820,21.38,Ky gui
HL00002772,VE00078175,29.94,Ky gui
HL00002773,VE00018071,5.04,Xach tay
HL00002774,VE00075341,6.93,Xach tay
HL00002775,VE00050294,10.39,Ky gui
HL00002776,VE00055449,3.34,Xach tay
HL00002777,VE00024348,1.81,Xach tay
HL00002778,VE00070436,5.79,Xach tay
HL00002779,VE00022707,10.19,Ky gui
HL00002780,VE00072734,21.99,Ky gui
HL00002781,VE00021872,10.5,Ky gui
HL00002782,VE00037859,29.12,Ky gui
HL00002783,VE00018389,3.15,Xach tay
HL00002784,VE00024524,6.94,Ky gui
HL00002785,VE00041233,5.24,Xach tay
HL00002786,VE00047060,18.4,Ky gui
HL00002787,VE00001257,20.4,Ky gui
HL00002788,VE00063519,2.79,Xach tay
HL00002789,VE00017896,20.08,Ky gui
HL00002790,VE00025576,0.94,Xach tay
HL00002791,VE00050325,2.94,Xach tay
HL00002792,VE00073608,1.01,Xach tay
HL00002793,VE00073608,26.12,Ky gui
HL00002794,VE00066249,1.27,Xach tay
HL00002795,VE00064877,4.41,Xach tay
HL00002796,VE00053627,1.96,Xach tay
HL00002797,VE00064055,5.07,Xach tay
HL00002798,VE00021923,6.16,Xach tay
HL00002799,VE00021923,31.14,Ky gui
HL00002800,VE00010836,4.24,Xach tay
HL00002801,VE00010836,28.04,Ky gui
HL00002802,VE00004045,15.78,Ky gui
HL00002803,VE00028906,5.03,Xach tay
HL00002804,VE00028906,7.99,Ky gui
HL00002805,VE00038285,6.46,Xach tay
HL00002806,VE00004286,0.69,Xach tay
HL00002807,VE00036026,2.2,Xach tay
HL00002808,VE00029471,5.47,Xach tay
HL00002809,VE00070466,4.06,Xach tay
HL00002810,VE00037837,29.95,Ky gui
HL00002811,VE00022048,28.71,Ky gui
HL00002812,VE00059943,0.97,Xach tay
HL00002813,VE00072054,25.67,Ky gui
HL00002814,VE00066953,6.88,Xach tay
HL00002815,VE00066953,30.65,Ky gui
HL00002816,VE00014839,21.54,Ky gui
HL00002817,VE00075067,4.08,Xach tay
HL00002818,VE00075067,30.56,Ky gui
HL00002819,VE00014970,0.77,Xach tay
HL00002820,VE00035113,3.8,Xach tay
HL00002821,VE00035113,22.56,Ky gui
HL00002822,VE00071187,2.47,Xach tay
HL00002823,VE00048086,31.23,Ky gui
HL00002824,VE00071047,0.86,Xach tay
HL00002825,VE00071047,25.89,Ky gui
HL00002826,VE00005454,19.42,Ky gui
HL00002827,VE00071612,24.92,Ky gui
HL00002828,VE00028645,6.41,Ky gui
HL00002829,VE00055726,23.78,Ky gui
HL00002830,VE00013424,3.27,Xach tay
HL00002831,VE00032445,3.35,Xach tay
HL00002832,VE00034448,1.76,Xach tay
HL00002833,VE00045689,0.88,Xach tay
HL00002834,VE00011402,4.33,Xach tay
HL00002835,VE00057550,5.36,Xach tay
HL00002836,VE00031057,20.34,Ky gui
HL00002837,VE00077061,5.18,Xach tay
HL00002838,VE00077061,26.94,Ky gui
HL00002839,VE00045958,1.32,Xach tay
HL00002840,VE00045958,9.88,Ky gui
HL00002841,VE00079989,2.77,Xach tay
HL00002842,VE00079989,22.69,Ky gui
HL00002843,VE00056121,2.4,Xach tay
HL00002844,VE00021756,17.92,Ky gui
HL00002845,VE00018250,1.0,Xach tay
HL00002846,VE00027083,4.03,Xach tay
HL00002847,VE00027125,5.28,Xach tay
HL00002848,VE00007781,6.45,Xach tay
HL00002849,VE00074721,5.14,Xach tay
HL00002850,VE00069768,12.9,Ky gui
HL00002851,VE00036843,19.22,Ky gui
HL00002852,VE00078232,5.04,Xach tay
HL00002853,VE00070618,6.46,Ky gui
HL00002854,VE00042422,21.79,Ky gui
HL00002855,VE00038357,1.82,Xach tay
HL00002856,VE00037924,6.84,Xach tay
HL00002857,VE00075070,5.32,Xach tay
HL00002858,VE00035042,2.92,Xach tay
HL00002859,VE00067426,8.83,Ky gui
HL00002860,VE00017772,22.55,Ky gui
HL00002861,VE00053949,1.24,Xach tay
HL00002862,VE00007771,0.72,Xach tay
HL00002863,VE00036350,3.0,Xach tay
HL00002864,VE00016632,7.28,Ky gui
HL00002865,VE00017393,4.46,Xach tay
HL00002866,VE00032726,6.11,Xach tay
HL00002867,VE00019169,0.79,Xach tay
HL00002868,VE00042218,1.7,Xach tay
HL00002869,VE00032448,0.84,Xach tay
HL00002870,VE00051473,4.02,Xach tay
HL00002871,VE00064155,0.67,Xach tay
HL00002872,VE00018635,29.12,Ky gui
HL00002873,VE00054294,20.96,Ky gui
HL00002874,VE00049175,14.21,Ky gui
HL00002875,VE00059244,16.72,Ky gui
HL00002876,VE00009899,5.24,Xach tay
HL00002877,VE00012203,6.54,Ky gui
HL00002878,VE00052803,3.02,Xach tay
HL00002879,VE00067583,23.31,Ky gui
HL00002880,VE00059598,4.22,Xach tay
HL00002881,VE00063969,19.01,Ky gui
HL00002882,VE00042899,2.98,Xach tay
HL00002883,VE00076279,29.97,Ky gui
HL00002884,VE00000325,0.6,Xach tay
HL00002885,VE00012209,30.68,Ky gui
HL00002886,VE00060090,2.12,Xach tay
HL00002887,VE00060090,19.66,Ky gui
HL00002888,VE00046953,3.06,Xach tay
HL00002889,VE00008301,14.77,Ky gui
HL00002890,VE00070049,26.13,Ky gui
HL00002891,VE00052130,21.42,Ky gui
HL00002892,VE00028552,4.19,Xach tay
HL00002893,VE00056315,2.22,Xach tay
HL00002894,VE00027768,3.51,Xach tay
HL00002895,VE00064844,3.53,Xach tay
HL00002896,VE00042319,5.99,Xach tay
HL00002897,VE00037172,0.88,Xach tay
HL00002898,VE00071738,4.47,Xach tay
HL00002899,VE00075751,0.92,Xach tay
HL00002900,VE00017118,5.48,Xach tay
HL00002901,VE00074206,6.15,Xach tay
HL00002902,VE00063615,4.6,Xach tay
HL00002903,VE00045055,4.52,Xach tay
HL00002904,VE00006346,1.24,Xach tay
HL00002905,VE00006346,6.04,Ky gui
HL00002906,VE00006022,28.24,Ky gui
HL00002907,VE00013052,6.13,Ky gui
HL00002908,VE00060239,6.64,Ky gui
HL00002909,VE00002135,11.99,Ky gui
HL00002910,VE00016285,4.91,Xach tay
HL00002911,VE00057841,5.17,Xach tay
HL00002912,VE00059837,14.44,Ky gui
HL00002913,VE00000089,3.38,Xach tay
HL00002914,VE00000089,18.8,Ky gui
HL00002915,VE00056073,2.62,Xach tay
HL00002916,VE00026519,5.85,Xach tay
HL00002917,VE00017291,4.67,Xach tay
HL00002918,VE00020838,2.62,Xach tay
HL00002919,VE00035917,14.04,Ky gui
HL00002920,VE00012235,4.74,Xach tay
HL00002921,VE00047243,6.83,Xach tay
HL00002922,VE00032820,9.33,Ky gui
HL00002923,VE00010804,6.55,Xach tay
HL00002924,VE00010804,29.62,Ky gui
HL00002925,VE00048739,4.46,Xach tay
HL00002926,VE00048739,26.82,Ky gui
HL00002927,VE00021696,26.08,Ky gui
HL00002928,VE00006788,20.7,Ky gui
HL00002929,VE00051950,1.9,Xach tay
HL00002930,VE00040044,5.88,Ky gui
HL00002931,VE00030690,15.29,Ky gui
HL00002932,VE00011954,1.0,Xach tay
HL00002933,VE00011954,30.26,Ky gui
HL00002934,VE00012476,3.77,Xach tay
HL00002935,VE00000143,19.8,Ky gui
HL00002936,VE00027974,5.26,Xach tay
HL00002937,VE00062497,19.25,Ky gui
HL00002938,VE00010216,3.57,Xach tay
HL00002939,VE00010216,19.16,Ky gui
HL00002940,VE00017394,2.25,Xach tay
HL00002941,VE00077815,12.91,Ky gui
HL00002942,VE00029648,2.08,Xach tay
HL00002943,VE00068085,14.77,Ky gui
HL00002944,VE00058336,5.36,Xach tay
HL00002945,VE00001218,2.07,Xach tay
HL00002946,VE00001057,28.77,Ky gui
HL00002947,VE00045033,2.79,Xach tay
HL00002948,VE00015807,29.7,Ky gui
HL00002949,VE00055354,21.34,Ky gui
HL00002950,VE00017325,3.22,Xach tay
HL00002951,VE00062614,27.32,Ky gui
HL00002952,VE00009284,3.99,Xach tay
HL00002953,VE00030009,16.01,Ky gui
HL00002954,VE00050210,8.73,Ky gui
HL00002955,VE00011709,2.36,Xach tay
HL00002956,VE00013426,1.03,Xach tay
HL00002957,VE00013527,6.89,Xach tay
HL00002958,VE00041072,22.08,Ky gui
HL00002959,VE00048178,29.3,Ky gui
HL00002960,VE00017974,1.29,Xach tay
HL00002961,VE00017974,12.11,Ky gui
HL00002962,VE00050165,30.11,Ky gui
HL00002963,VE00017452,8.41,Ky gui
HL00002964,VE00018725,3.3,Xach tay
HL00002965,VE00018725,23.63,Ky gui
HL00002966,VE00069535,6.13,Xach tay
HL00002967,VE00079996,3.12,Xach tay
HL00002968,VE00021512,24.22,Ky gui
HL00002969,VE00057685,6.33,Xach tay
HL00002970,VE00027926,21.65,Ky gui
HL00002971,VE00053964,5.3,Xach tay
HL00002972,VE00053964,14.58,Ky gui
HL00002973,VE00057985,3.16,Xach tay
HL00002974,VE00028475,5.93,Xach tay
HL00002975,VE00011363,3.6,Xach tay
HL00002976,VE00013169,1.69,Xach tay
HL00002977,VE00018352,29.74,Ky gui
HL00002978,VE00077277,6.32,Xach tay
HL00002979,VE00077277,21.03,Ky gui
HL00002980,VE00050336,4.72,Xach tay
HL00002981,VE00046077,3.35,Xach tay
HL00002982,VE00056281,20.88,Ky gui
HL00002983,VE00018328,2.43,Xach tay
HL00002984,VE00018328,14.21,Ky gui
HL00002985,VE00032478,29.23,Ky gui
HL00002986,VE00036303,27.79,Ky gui
HL00002987,VE00011043,2.6,Xach tay
HL00002988,VE00072535,1.66,Xach tay
HL00002989,VE00078775,5.79,Xach tay
HL00002990,VE00078645,31.71,Ky gui
HL00002991,VE00079639,3.87,Xach tay
HL00002992,VE00037346,21.62,Ky gui
HL00002993,VE00003516,2.35,Xach tay
HL00002994,VE00003516,8.2,Ky gui
HL00002995,VE00039538,3.35,Xach tay
HL00002996,VE00067863,6.47,Xach tay
HL00002997,VE00024727,29.96,Ky gui
HL00002998,VE00051348,8.81,Ky gui
HL00002999,VE00038738,5.95,Xach tay
HL00003000,VE00007153,5.74,Ky gui
HL00003001,VE00050579,26.57,Ky gui
HL00003002,VE00014778,5.91,Xach tay
HL00003003,VE00014778,5.7,Ky gui
HL00003004,VE00031600,6.62,Xach tay
HL00003005,VE00065482,24.77,Ky gui
HL00003006,VE00077848,27.44,Ky gui
HL00003007,VE00009308,1.21,Xach tay
HL00003008,VE00069244,27.81,Ky gui
HL00003009,VE00001582,3.31,Xach tay
HL00003010,VE00047330,6.12,Xach tay
HL00003011,VE00017300,8.14,Ky gui
HL00003012,VE00050704,1.01,Xach tay
HL00003013,VE00074499,24.64,Ky gui
HL00003014,VE00055164,3.8,Xach tay
HL00003015,VE00047896,4.6,Xach tay
HL00003016,VE00071613,25.98,Ky gui
HL00003017,VE00022646,13.5,Ky gui
HL00003018,VE00009568,6.56,Xach tay
HL00003019,VE00002188,13.57,Ky gui
HL00003020,VE00076987,22.85,Ky gui
HL00003021,VE00001808,4.62,Xach tay
HL00003022,VE00001808,5.22,Ky gui
HL00003023,VE00034366,2.95,Xach tay
HL00003024,VE00005221,12.16,Ky gui
HL00003025,VE00007926,5.79,Xach tay
HL00003026,VE00052164,12.63,Ky gui
HL00003027,VE00037551,6.19,Xach tay
HL00003028,VE00052728,5.09,Ky gui
HL00003029,VE00070329,4.13,Xach tay
HL00003030,VE00070329,10.63,Ky gui
HL00003031,VE00070472,3.22,Xach tay
HL00003032,VE00020013,2.97,Xach tay
HL00003033,VE00036369,22.22,Ky gui
HL00003034,VE00010958,4.77,Xach tay
HL00003035,VE00040621,2.45,Xach tay
HL00003036,VE00067018,2.4,Xach tay
HL00003037,VE00026634,5.68,Xach tay
HL00003038,VE00020366,2.82,Xach tay
HL00003039,VE00070306,1.13,Xach tay
HL00003040,VE00042828,6.23,Xach tay
HL00003041,VE00051214,12.76,Ky gui
HL00003042,VE00008666,4.81,Xach tay
HL00003043,VE00040655,3.52,Xach tay
HL00003044,VE00057343,1.24,Xach tay
HL00003045,VE00031279,24.03,Ky gui
HL00003046,VE00007590,18.06,Ky gui
HL00003047,VE00032045,18.21,Ky gui
HL00003048,VE00056949,2.03,Xach tay
HL00003049,VE00015203,3.8,Xach tay
HL00003050,VE00079801,6.64,Ky gui
HL00003051,VE00007213,12.06,Ky gui
HL00003052,VE00023023,3.04,Xach tay
HL00003053,VE00015656,3.09,Xach tay
HL00003054,VE00017985,5.23,Xach tay
HL00003055,VE00001488,5.82,Xach tay
HL00003056,VE00021474,3.16,Xach tay
HL00003057,VE00065066,9.5,Ky gui
HL00003058,VE00045444,4.56,Xach tay
HL00003059,VE00067794,13.9,Ky gui
HL00003060,VE00033981,5.54,Ky gui
HL00003061,VE00021885,26.67,Ky gui
HL00003062,VE00048742,5.08,Xach tay
HL00003063,VE00048742,29.63,Ky gui
HL00003064,VE00016638,19.93,Ky gui
HL00003065,VE00035228,19.0,Ky gui
HL00003066,VE00015474,1.79,Xach tay
HL00003067,VE00003848,3.98,Xach tay
HL00003068,VE00056273,5.71,Xach tay
HL00003069,VE00068663,1.9,Xach tay
HL00003070,VE00008372,30.38,Ky gui
HL00003071,VE00034466,0.63,Xach tay
HL00003072,VE00034466,30.39,Ky gui
HL00003073,VE00075583,3.09,Xach tay
HL00003074,VE00010102,1.52,Xach tay
HL00003075,VE00065032,2.0,Xach tay
HL00003076,VE00059664,11.68,Ky gui
HL00003077,VE00066950,1.3,Xach tay
HL00003078,VE00047203,22.69,Ky gui
HL00003079,VE00007267,5.31,Xach tay
HL00003080,VE00065485,1.05,Xach tay
HL00003081,VE00074303,5.19,Xach tay
HL00003082,VE00074303,25.58,Ky gui
HL00003083,VE00021874,0.6,Xach tay
HL00003084,VE00048194,21.33,Ky gui
HL00003085,VE00020619,5.28,Xach tay
HL00003086,VE00033439,10.25,Ky gui
HL00003087,VE00013488,13.43,Ky gui
HL00003088,VE00075224,3.83,Xach tay
HL00003089,VE00015118,2.28,Xach tay
HL00003090,VE00015118,10.47,Ky gui
HL00003091,VE00029938,4.76,Xach tay
HL00003092,VE00066693,2.39,Xach tay
HL00003093,VE00005773,6.78,Xach tay
HL00003094,VE00005773,20.15,Ky gui
HL00003095,VE00001611,6.4,Xach tay
HL00003096,VE00032054,11.6,Ky gui
HL00003097,VE00006027,3.73,Xach tay
HL00003098,VE00006027,15.63,Ky gui
HL00003099,VE00061836,4.05,Xach tay
HL00003100,VE00047708,1.96,Xach tay
HL00003101,VE00019672,2.01,Xach tay
HL00003102,VE00023457,4.16,Xach tay
HL00003103,VE00004636,13.98,Ky gui
HL00003104,VE00072466,31.35,Ky gui
HL00003105,VE00054968,1.6,Xach tay
HL00003106,VE00054968,28.35,Ky gui
HL00003107,VE00029428,2.12,Xach tay
HL00003108,VE00042180,4.51,Xach tay
HL00003109,VE00032541,5.2,Xach tay
HL00003110,VE00054560,11.28,Ky gui
HL00003111,VE00041935,11.8,Ky gui
HL00003112,VE00035555,2.7,Xach tay
HL00003113,VE00010209,2.59,Xach tay
HL00003114,VE00074913,15.98,Ky gui
HL00003115,VE00048865,4.99,Xach tay
HL00003116,VE00048865,25.39,Ky gui
HL00003117,VE00015651,19.73,Ky gui
HL00003118,VE00065804,4.74,Xach tay
HL00003119,VE00006904,5.11,Xach tay
HL00003120,VE00023508,28.18,Ky gui
HL00003121,VE00067604,1.18,Xach tay
HL00003122,VE00067604,23.88,Ky gui
HL00003123,VE00006020,5.42,Xach tay
HL00003124,VE00052551,5.36,Xach tay
HL00003125,VE00009035,3.34,Xach tay
HL00003126,VE00037003,3.26,Xach tay
HL00003127,VE00037003,9.61,Ky gui
HL00003128,VE00040724,18.15,Ky gui
HL00003129,VE00042900,19.77,Ky gui
HL00003130,VE00011323,2.43,Xach tay
HL00003131,VE00072495,2.41,Xach tay
HL00003132,VE00001045,19.11,Ky gui
HL00003133,VE00048355,15.03,Ky gui
HL00003134,VE00026303,8.82,Ky gui
HL00003135,VE00038220,10.52,Ky gui
HL00003136,VE00073900,24.29,Ky gui
HL00003137,VE00039835,11.78,Ky gui
HL00003138,VE00031796,6.59,Xach tay
HL00003139,VE00048271,28.01,Ky gui
HL00003140,VE00077555,3.91,Xach tay
HL00003141,VE00064666,5.27,Ky gui
HL00003142,VE00025615,1.48,Xach tay
HL00003143,VE00071639,6.85,Xach tay
HL00003144,VE00071639,13.42,Ky gui
HL00003145,VE00032130,5.01,Xach tay
HL00003146,VE00019736,13.94,Ky gui
HL00003147,VE00000836,3.55,Xach tay
HL00003148,VE00000836,9.22,Ky gui
HL00003149,VE00053745,4.13,Xach tay
HL00003150,VE00003134,4.59,Xach tay
HL00003151,VE00045407,5.83,Xach tay
HL00003152,VE00043912,13.26,Ky gui
HL00003153,VE00000192,15.89,Ky gui
HL00003154,VE00049320,4.02,Xach tay
HL00003155,VE00013625,7.09,Ky gui
HL00003156,VE00026896,5.25,Xach tay
HL00003157,VE00069444,2.21,Xach tay
HL00003158,VE00031218,5.68,Xach tay
HL00003159,VE00055027,25.68,Ky gui
HL00003160,VE00064492,5.52,Xach tay
HL00003161,VE00007851,12.49,Ky gui
HL00003162,VE00018662,28.53,Ky gui
HL00003163,VE00036678,17.78,Ky gui
HL00003164,VE00012194,5.59,Xach tay
HL00003165,VE00030340,5.72,Xach tay
HL00003166,VE00030340,8.96,Ky gui
HL00003167,VE00068126,6.18,Xach tay
HL00003168,VE00054141,6.32,Xach tay
HL00003169,VE00048824,3.83,Xach tay
HL00003170,VE00048824,16.87,Ky gui
HL00003171,VE00060092,13.83,Ky gui
HL00003172,VE00011129,8.17,Ky gui
HL00003173,VE00076123,15.19,Ky gui
