MaGia,MaLich,HangGhe,Gia,ThoiDiemBatDau,ThoiDiemKetThuc
MG0000292,LB000098,Pho thong,4920000,2024-06-03 20:00:00,2024-08-05 16:00:00
MG0000293,LB000098,Thuong gia,7778000,2024-04-30 20:00:00,2024-08-05 18:00:00
MG0000294,LB000098,Hang nhat,13667000,2024-06-15 20:00:00,2024-08-05 05:00:00
MG0000295,LB000099,Pho thong,4105000,2025-06-05 06:00:00,2025-08-01 04:00:00
MG0000296,LB000099,Thuong gia,5462000,2025-05-28 06:00:00,2025-07-31 11:00:00
MG0000297,LB000099,Hang nhat,18638000,2025-03-10 06:00:00,2025-07-31 11:00:00
MG0000298,LB000100,Pho thong,4112000,2024-06-08 07:30:00,2024-08-09 02:30:00
MG0000299,LB000100,Thuong gia,13301000,2024-03-07 07:30:00,2024-08-08 22:30:00
MG0000300,LB000100,Hang nhat,20026000,2024-06-30 07:30:00,2024-08-08 13:30:00
MG0000301,LB000101,Pho thong,4439000,2025-07-17 00:30:00,2025-09-01 02:30:00
MG0000302,LB000101,Thuong gia,12480000,2025-07-28 00:30:00,2025-09-01 12:30:00
MG0000303,LB000101,Hang nhat,16970000,2025-07-01 00:30:00,2025-09-01 23:30:00
MG0000304,LB000102,Pho thong,2568000,2024-08-28 05:00:00,2024-09-12 05:00:00
MG0000305,LB000102,Thuong gia,8379000,2024-08-12 05:00:00,2024-09-12 13:00:00
MG0000306,LB000102,Hang nhat,30154000,2024-06-10 05:00:00,2024-09-12 14:00:00
MG0000307,LB000103,Pho thong,4090000,2024-07-25 07:30:00,2024-12-31 07:30:00
MG0000308,LB000103,Thuong gia,10720000,2024-07-14 07:30:00,2024-12-31 16:30:00
MG0000309,LB000103,Hang nhat,43892000,2024-12-22 07:30:00,2024-12-31 15:30:00
MG0000310,LB000104,Pho thong,3792000,2024-01-18 23:45:00,2024-05-09 07:45:00
MG0000311,LB000104,Thuong gia,6865000,2024-01-14 23:45:00,2024-05-09 20:45:00
MG0000312,LB000104,Hang nhat,21001000,2024-03-30 23:45:00,2024-05-09 18:45:00
MG0000313,LB000105,Pho thong,4977000,2024-11-18 14:30:00,2025-05-02 01:30:00
MG0000314,LB000105,Thuong gia,9067000,2024-12-15 14:30:00,2025-05-01 23:30:00
MG0000315,LB000105,Hang nhat,14577000,2025-01-09 14:30:00,2025-05-01 15:30:00
MG0000316,LB000106,Pho thong,2697000,2024-12-11 07:00:00,2025-05-29 17:00:00
MG0000317,LB000106,Thuong gia,12929000,2025-03-30 07:00:00,2025-05-29 20:00:00
MG0000318,LB000106,Hang nhat,13803000,2025-02-14 07:00:00,2025-05-29 07:00:00
MG0000319,LB000107,Pho thong,1871000,2025-06-30 00:00:00,2025-10-19 02:00:00
MG0000320,LB000107,Thuong gia,4095000,2025-09-08 00:00:00,2025-10-19 21:00:00
MG0000321,LB000107,Hang nhat,13863000,2025-09-26 00:00:00,2025-10-19 10:00:00
MG0000322,LB000108,Pho thong,1052000,2024-01-13 15:45:00,2024-04-19 21:45:00
MG0000323,LB000108,Thuong gia,4467000,2023-11-26 15:45:00,2024-04-19 17:45:00
MG0000324,LB000108,Hang nhat,12058000,2024-01-18 15:45:00,2024-04-19 15:45:00
MG0000325,LB000109,Pho thong,1235000,2024-03-16 02:15:00,2024-05-30 14:15:00
MG0000326,LB000109,Thuong gia,10881000,2024-01-20 02:15:00,2024-05-30 21:15:00
MG0000327,LB000109,Hang nhat,43815000,2024-04-01 02:15:00,2024-05-30 14:15:00
MG0000328,LB000110,Pho thong,3211000,2025-04-09 22:30:00,2025-07-15 13:30:00
MG0000329,LB000110,Thuong gia,14149000,2025-03-25 22:30:00,2025-07-15 02:30:00
MG0000330,LB000110,Hang nhat,17217000,2025-01-16 22:30:00,2025-07-15 21:30:00
MG0000331,LB000111,Pho thong,826000,2025-01-17 16:45:00,2025-04-09 04:45:00
MG0000332,LB000111,Thuong gia,4702000,2025-03-01 16:45:00,2025-04-09 13:45:00
MG0000333,LB000111,Hang nhat,39844000,2024-10-26 16:45:00,2025-04-09 13:45:00
MG0000334,LB000112,Pho thong,2705000,2025-08-31 17:15:00,2025-10-28 03:15:00
MG0000335,LB000112,Thuong gia,11659000,2025-09-15 17:15:00,2025-10-28 07:15:00
MG0000336,LB000112,Hang nhat,16223000,2025-06-02 17:15:00,2025-10-28 15:15:00
MG0000337,LB000113,Pho thong,1143000,2024-09-19 10:45:00,2025-02-26 12:45:00
MG0000338,LB000113,Thuong gia,10285000,2024-11-03 10:45:00,2025-02-26 18:45:00
MG0000339,LB000113,Hang nhat,40198000,2024-11-10 10:45:00,2025-02-27 03:45:00
MG0000340,LB000114,Pho thong,1266000,2024-10-15 13:30:00,2024-11-15 23:30:00
MG0000341,LB000114,Thuong gia,11006000,2024-05-24 13:30:00,2024-11-15 20:30:00
MG0000342,LB000114,Hang nhat,49378000,2024-11-02 13:30:00,2024-11-16 00:30:00
MG0000343,LB000115,Pho thong,2066000,2025-11-17 15:00:00,2025-12-04 08:00:00
MG0000344,LB000115,Thuong gia,6473000,2025-10-08 15:00:00,2025-12-04 06:00:00
MG0000345,LB000115,Hang nhat,39881000,2025-11-01 15:00:00,2025-12-03 23:00:00
MG0000346,LB000116,Pho thong,3037000,2024-02-21 23:30:00,2024-04-08 10:30:00
MG0000347,LB000116,Thuong gia,7765000,2024-02-07 23:30:00,2024-04-08 20:30:00
MG0000348,LB000116,Hang nhat,28390000,2024-03-26 23:30:00,2024-04-08 22:30:00
MG0000349,LB000117,Pho thong,2603000,2025-08-01 17:30:00,2025-08-22 22:30:00
MG0000350,LB000117,Thuong gia,4382000,2025-05-09 17:30:00,2025-08-23 07:30:00
MG0000351,LB000117,Hang nhat,42053000,2025-08-15 17:30:00,2025-08-23 11:30:00
MG0000352,LB000118,Pho thong,4663000,2025-06-04 13:00:00,2025-11-11 14:00:00
MG0000353,LB000118,Thuong gia,5920000,2025-10-18 13:00:00,2025-11-12 09:00:00
MG0000354,LB000118,Hang nhat,13146000,2025-06-12 13:00:00,2025-11-11 20:00:00
MG0000355,LB000119,Pho thong,2199000,2024-01-25 18:15:00,2024-04-16 10:15:00
MG0000356,LB000119,Thuong gia,10599000,2024-03-01 18:15:00,2024-04-16 01:15:00
MG0000357,LB000119,Hang nhat,24044000,2023-11-30 18:15:00,2024-04-16 06:15:00
MG0000358,LB000120,Pho thong,1232000,2023-11-04 11:30:00,2024-04-20 03:30:00
MG0000359,LB000120,Thuong gia,10229000,2024-02-12 11:30:00,2024-04-20 05:30:00
MG0000360,LB000120,Hang nhat,48052000,2023-11-02 11:30:00,2024-04-20 05:30:00
MG0000361,LB000121,Pho thong,3969000,2024-10-03 17:00:00,2025-03-15 02:00:00
MG0000362,LB000121,Thuong gia,14090000,2024-10-15 17:00:00,2025-03-14 19:00:00
MG0000363,LB000121,Hang nhat,22646000,2024-10-19 17:00:00,2025-03-14 20:00:00
MG0000364,LB000122,Pho thong,2657000,2024-06-13 22:30:00,2024-10-06 06:30:00
MG0000365,LB000122,Thuong gia,3674000,2024-07-18 22:30:00,2024-10-06 03:30:00
MG0000366,LB000122,Hang nhat,28470000,2024-05-27 22:30:00,2024-10-06 12:30:00
MG0000367,LB000123,Pho thong,4293000,2024-05-14 18:45:00,2024-05-26 06:45:00
MG0000368,LB000123,Thuong gia,10129000,2024-05-04 18:45:00,2024-05-25 22:45:00
MG0000369,LB000123,Hang nhat,32173000,2024-02-15 18:45:00,2024-05-25 23:45:00
MG0000370,LB000124,Pho thong,3538000,2024-01-19 02:15:00,2024-01-31 07:15:00
MG0000371,LB000124,Thuong gia,4810000,2023-11-08 02:15:00,2024-01-31 09:15:00
MG0000372,LB000124,Hang nhat,42439000,2024-01-14 02:15:00,2024-01-31 22:15:00
MG0000373,LB000125,Pho thong,3514000,2024-03-12 11:30:00,2024-06-09 18:30:00
MG0000374,LB000125,Thuong gia,8253000,2024-05-28 11:30:00,2024-06-09 12:30:00
MG0000375,LB000125,Hang nhat,24914000,2024-02-16 11:30:00,2024-06-09 23:30:00
MG0000376,LB000126,Pho thong,4053000,2025-06-19 02:00:00,2025-09-01 12:00:00
MG0000377,LB000126,Thuong gia,10768000,2025-03-10 02:00:00,2025-09-01 05:00:00
MG0000378,LB000126,Hang nhat,32319000,2025-08-14 02:00:00,2025-09-01 22:00:00
MG0000379,LB000127,Pho thong,3840000,2023-11-11 21:00:00,2024-02-20 12:00:00
MG0000380,LB000127,Thuong gia,3978000,2023-09-02 21:00:00,2024-02-20 10:00:00
MG0000381,LB000127,Hang nhat,22409000,2023-09-01 21:00:00,2024-02-20 09:00:00
MG0000382,LB000128,Pho thong,3299000,2024-11-23 19:45:00,2025-05-12 14:45:00
MG0000383,LB000128,Thuong gia,7520000,2025-04-18 19:45:00,2025-05-12 01:45:00
MG0000384,LB000128,Hang nhat,38113000,2025-02-14 19:45:00,2025-05-11 21:45:00
MG0000385,LB000129,Pho thong,3616000,2024-12-12 03:30:00,2025-06-07 06:30:00
MG0000386,LB000129,Thuong gia,7351000,2025-01-26 03:30:00,2025-06-08 02:30:00
MG0000387,LB000129,Hang nhat,47907000,2025-04-20 03:30:00,2025-06-07 16:30:00
MG0000388,LB000130,Pho thong,5000000,2025-07-21 18:45:00,2025-11-25 10:45:00
MG0000389,LB000130,Thuong gia,13133000,2025-10-14 18:45:00,2025-11-25 08:45:00
MG0000390,LB000130,Hang nhat,23471000,2025-10-28 18:45:00,2025-11-24 20:45:00
MG0000391,LB000131,Pho thong,2382000,2024-08-31 19:00:00,2025-02-07 23:00:00
MG0000392,LB000131,Thuong gia,12253000,2024-12-26 19:00:00,2025-02-07 20:00:00
MG0000393,LB000131,Hang nhat,26434000,2024-12-25 19:00:00,2025-02-08 17:00:00
MG0000394,LB000132,Pho thong,3365000,2023-11-26 08:30:00,2024-05-19 17:30:00
MG0000395,LB000132,Thuong gia,5870000,2024-01-24 08:30:00,2024-05-19 14:30:00
MG0000396,LB000132,Hang nhat,37132000,2024-01-18 08:30:00,2024-05-19 20:30:00
MG0000397,LB000133,Pho thong,4032000,2024-10-18 05:15:00,2025-03-15 14:15:00
MG0000398,LB000133,Thuong gia,12803000,2024-12-06 05:15:00,2025-03-15 23:15:00
MG0000399,LB000133,Hang nhat,12087000,2024-10-10 05:15:00,2025-03-15 20:15:00
MG0000400,LB000134,Pho thong,4724000,2025-01-21 17:30:00,2025-05-26 23:30:00
MG0000401,LB000134,Thuong gia,4007000,2025-01-12 17:30:00,2025-05-27 07:30:00
MG0000402,LB000134,Hang nhat,46212000,2025-04-13 17:30:00,2025-05-27 02:30:00
MG0000403,LB000135,Pho thong,4775000,2024-01-04 13:00:00,2024-02-13 10:00:00
MG0000404,LB000135,Thuong gia,14166000,2023-12-16 13:00:00,2024-02-13 01:00:00
MG0000405,LB000135,Hang nhat,30080000,2023-10-27 13:00:00,2024-02-13 00:00:00
MG0000406,LB000136,Pho thong,2375000,2025-06-10 13:45:00,2025-08-12 10:45:00
MG0000407,LB000136,Thuong gia,13070000,2025-08-02 13:45:00,2025-08-12 09:45:00
MG0000408,LB000136,Hang nhat,15504000,2025-02-24 13:45:00,2025-08-12 08:45:00
MG0000409,LB000137,Pho thong,4291000,2024-12-04 00:30:00,2025-02-17 01:30:00
MG0000410,LB000137,Thuong gia,3063000,2024-10-18 00:30:00,2025-02-17 04:30:00
MG0000411,LB000137,Hang nhat,18626000,2025-01-26 00:30:00,2025-02-17 15:30:00
MG0000412,LB000138,Pho thong,4060000,2025-10-27 11:00:00,2025-12-07 07:00:00
MG0000413,LB000138,Thuong gia,3573000,2025-10-05 11:00:00,2025-12-07 07:00:00
MG0000414,LB000138,Hang nhat,14434000,2025-08-19 11:00:00,2025-12-07 08:00:00
MG0000415,LB000139,Pho thong,2965000,2025-04-18 12:00:00,2025-08-25 15:00:00
MG0000416,LB000139,Thuong gia,8151000,2025-06-23 12:00:00,2025-08-26 02:00:00
MG0000417,LB000139,Hang nhat,32827000,2025-03-19 12:00:00,2025-08-26 04:00:00
MG0000418,LB000140,Pho thong,4894000,2024-06-25 10:15:00,2024-08-13 17:15:00
MG0000419,LB000140,Thuong gia,13480000,2024-07-25 10:15:00,2024-08-13 21:15:00
MG0000420,LB000140,Hang nhat,20146000,2024-07-31 10:15:00,2024-08-13 22:15:00
MG0000421,LB000141,Pho thong,2248000,2025-06-20 16:15:00,2025-06-27 13:15:00
MG0000422,LB000141,Thuong gia,11822000,2025-01-07 16:15:00,2025-06-26 21:15:00
MG0000423,LB000141,Hang nhat,24092000,2025-03-31 16:15:00,2025-06-27 14:15:00
MG0000424,LB000142,Pho thong,2751000,2025-07-25 04:15:00,2025-10-21 06:15:00
MG0000425,LB000142,Thuong gia,3757000,2025-06-19 04:15:00,2025-10-21 23:15:00
MG0000426,LB000142,Hang nhat,18064000,2025-06-24 04:15:00,2025-10-21 18:15:00
MG0000427,LB000143,Pho thong,4720000,2024-05-03 19:15:00,2024-06-26 08:15:00
MG0000428,LB000143,Thuong gia,8681000,2024-02-13 19:15:00,2024-06-26 01:15:00
MG0000429,LB000143,Hang nhat,24279000,2024-06-14 19:15:00,2024-06-26 09:15:00
MG0000430,LB000144,Pho thong,1323000,2025-09-20 15:45:00,2025-10-05 06:45:00
MG0000431,LB000144,Thuong gia,11920000,2025-06-30 15:45:00,2025-10-05 02:45:00
MG0000432,LB000144,Hang nhat,29848000,2025-06-26 15:45:00,2025-10-05 09:45:00
MG0000433,LB000145,Pho thong,1920000,2024-11-25 21:30:00,2025-04-04 04:30:00
MG0000434,LB000145,Thuong gia,8167000,2025-03-11 21:30:00,2025-04-04 18:30:00
MG0000435,LB000145,Hang nhat,14104000,2025-02-14 21:30:00,2025-04-04 10:30:00
MG0000436,LB000146,Pho thong,2673000,2023-12-15 15:45:00,2024-03-10 05:45:00
MG0000437,LB000146,Thuong gia,8327000,2023-11-19 15:45:00,2024-03-09 16:45:00
MG0000438,LB000146,Hang nhat,44801000,2023-11-14 15:45:00,2024-03-09 15:45:00
MG0000439,LB000147,Pho thong,3486000,2025-05-27 01:30:00,2025-08-27 16:30:00
MG0000440,LB000147,Thuong gia,10650000,2025-08-11 01:30:00,2025-08-27 03:30:00
MG0000441,LB000147,Hang nhat,15711000,2025-05-24 01:30:00,2025-08-28 00:30:00
MG0000442,LB000148,Pho thong,1330000,2024-10-31 01:00:00,2025-04-06 23:00:00
MG0000443,LB000148,Thuong gia,7594000,2025-02-03 01:00:00,2025-04-06 13:00:00
MG0000444,LB000148,Hang nhat,16138000,2024-11-10 01:00:00,2025-04-06 05:00:00
MG0000445,LB000149,Pho thong,2665000,2023-12-06 19:45:00,2024-04-02 07:45:00
MG0000446,LB000149,Thuong gia,7403000,2024-03-11 19:45:00,2024-04-02 02:45:00
MG0000447,LB000149,Hang nhat,48421000,2024-01-10 19:45:00,2024-04-02 11:45:00
MG0000448,LB000150,Pho thong,2975000,2024-02-03 14:15:00,2024-02-11 22:15:00
MG0000449,LB000150,Thuong gia,12300000,2023-09-19 14:15:00,2024-02-12 05:15:00
MG0000450,LB000150,Hang nhat,21423000,2023-10-18 14:15:00,2024-02-11 18:15:00
MG0000451,LB000151,Pho thong,1370000,2024-01-27 01:45:00,2024-06-02 21:45:00
MG0000452,LB000151,Thuong gia,13784000,2024-05-13 01:45:00,2024-06-02 19:45:00
MG0000453,LB000151,Hang nhat,48702000,2024-02-08 01:45:00,2024-06-02 03:45:00
MG0000454,LB000152,Pho thong,1073000,2025-03-08 20:15:00,2025-05-30 21:15:00
MG0000455,LB000152,Thuong gia,13216000,2025-01-10 20:15:00,2025-05-31 10:15:00
MG0000456,LB000152,Hang nhat,30350000,2024-12-16 20:15:00,2025-05-31 08:15:00
MG0000457,LB000153,Pho thong,1794000,2025-02-19 16:15:00,2025-03-25 11:15:00
MG0000458,LB000153,Thuong gia,9648000,2024-11-16 16:15:00,2025-03-25 04:15:00
MG0000459,LB000153,Hang nhat,15191000,2024-12-18 16:15:00,2025-03-24 22:15:00
MG0000460,LB000154,Pho thong,2472000,2025-01-06 13:30:00,2025-01-31 03:30:00
MG0000461,LB000154,Thuong gia,12880000,2024-09-28 13:30:00,2025-01-30 23:30:00
MG0000462,LB000154,Hang nhat,35694000,2025-01-10 13:30:00,2025-01-31 02:30:00
MG0000463,LB000155,Pho thong,2973000,2025-06-12 20:30:00,2025-10-07 22:30:00
MG0000464,LB000155,Thuong gia,8191000,2025-09-03 20:30:00,2025-10-08 15:30:00
MG0000465,LB000155,Hang nhat,16121000,2025-09-21 20:30:00,2025-10-08 03:30:00
MG0000466,LB000156,Pho thong,4726000,2025-10-11 12:30:00,2025-11-25 01:30:00
MG0000467,LB000156,Thuong gia,13739000,2025-09-26 12:30:00,2025-11-24 19:30:00
MG0000468,LB000156,Hang nhat,35402000,2025-11-02 12:30:00,2025-11-25 05:30:00
MG0000469,LB000157,Pho thong,3425000,2024-07-16 02:15:00,2024-12-06 21:15:00
MG0000470,LB000157,Thuong gia,10692000,2024-06-30 02:15:00,2024-12-06 09:15:00
MG0000471,LB000157,Hang nhat,36349000,2024-07-06 02:15:00,2024-12-06 20:15:00
MG0000472,LB000158,Pho thong,973000,2025-07-12 21:45:00,2025-12-16 02:45:00
MG0000473,LB000158,Thuong gia,14383000,2025-12-06 21:45:00,2025-12-16 19:45:00
MG0000474,LB000158,Hang nhat,18432000,2025-07-19 21:45:00,2025-12-16 00:45:00
MG0000475,LB000159,Pho thong,3484000,2024-06-17 17:45:00,2024-11-12 21:45:00
MG0000476,LB000159,Thuong gia,14480000,2024-07-06 17:45:00,2024-11-12 20:45:00
MG0000477,LB000159,Hang nhat,26244000,2024-07-10 17:45:00,2024-11-12 19:45:00
MG0000478,LB000160,Pho thong,1052000,2025-07-21 22:00:00,2025-11-16 23:00:00
MG0000479,LB000160,Thuong gia,8573000,2025-07-25 22:00:00,2025-11-17 06:00:00
MG0000480,LB000160,Hang nhat,44459000,2025-08-19 22:00:00,2025-11-17 11:00:00
MG0000481,LB000161,Pho thong,1349000,2023-10-27 11:30:00,2024-01-18 22:30:00
MG0000482,LB000161,Thuong gia,5901000,2023-10-14 11:30:00,2024-01-19 00:30:00
MG0000483,LB000161,Hang nhat,19917000,2023-12-16 11:30:00,2024-01-18 20:30:00
MG0000484,LB000162,Pho thong,4771000,2025-04-15 06:15:00,2025-05-11 20:15:00
MG0000485,LB000162,Thuong gia,14552000,2024-12-03 06:15:00,2025-05-11 22:15:00
MG0000486,LB000162,Hang nhat,38845000,2025-03-30 06:15:00,2025-05-11 11:15:00
MG0000487,LB000163,Pho thong,4983000,2024-02-22 16:00:00,2024-04-13 00:00:00
MG0000488,LB000163,Thuong gia,8968000,2023-12-13 16:00:00,2024-04-13 06:00:00
MG0000489,LB000163,Hang nhat,28289000,2024-03-18 16:00:00,2024-04-12 23:00:00
MG0000490,LB000164,Pho thong,2282000,2025-07-22 04:45:00,2025-09-23 09:45:00
MG0000491,LB000164,Thuong gia,10170000,2025-09-09 04:45:00,2025-09-23 12:45:00
MG0000492,LB000164,Hang nhat,31468000,2025-04-07 04:45:00,2025-09-23 18:45:00
MG0000493,LB000165,Pho thong,4506000,2025-11-10 19:15:00,2025-12-10 14:15:00
MG0000494,LB000165,Thuong gia,3543000,2025-09-05 19:15:00,2025-12-10 07:15:00
MG0000495,LB000165,Hang nhat,32129000,2025-11-24 19:15:00,2025-12-10 07:15:00
MG0000496,LB000166,Pho thong,2691000,2024-12-18 21:15:00,2025-01-08 04:15:00
MG0000497,LB000166,Thuong gia,11165000,2024-08-18 21:15:00,2025-01-08 01:15:00
MG0000498,LB000166,Hang nhat,25756000,2024-12-06 21:15:00,2025-01-08 17:15:00
MG0000499,LB000167,Pho thong,1636000,2025-01-05 07:15:00,2025-04-04 02:15:00
MG0000500,LB000167,Thuong gia,3483000,2024-11-22 07:15:00,2025-04-03 14:15:00
MG0000501,LB000167,Hang nhat,23322000,2025-03-23 07:15:00,2025-04-03 08:15:00
MG0000502,LB000168,Pho thong,3346000,2024-03-15 11:45:00,2024-07-17 06:45:00
MG0000503,LB000168,Thuong gia,14176000,2024-03-05 11:45:00,2024-07-17 00:45:00
MG0000504,LB000168,Hang nhat,49625000,2024-04-24 11:45:00,2024-07-16 22:45:00
MG0000505,LB000169,Pho thong,4279000,2025-03-11 16:45:00,2025-05-28 23:45:00
MG0000506,LB000169,Thuong gia,9755000,2025-01-10 16:45:00,2025-05-28 17:45:00
MG0000507,LB000169,Hang nhat,23250000,2025-01-25 16:45:00,2025-05-29 04:45:00
MG0000508,LB000170,Pho thong,2092000,2024-04-20 08:00:00,2024-05-20 13:00:00
MG0000509,LB000170,Thuong gia,8695000,2023-11-24 08:00:00,2024-05-20 12:00:00
MG0000510,LB000170,Hang nhat,12054000,2023-12-03 08:00:00,2024-05-20 08:00:00
MG0000511,LB000171,Pho thong,3442000,2025-03-18 03:00:00,2025-07-20 10:00:00
MG0000512,LB000171,Thuong gia,12860000,2025-02-10 03:00:00,2025-07-20 22:00:00
MG0000513,LB000171,Hang nhat,47928000,2025-05-17 03:00:00,2025-07-20 08:00:00
MG0000514,LB000172,Pho thong,2652000,2024-09-05 14:15:00,2024-10-06 13:15:00
MG0000515,LB000172,Thuong gia,11286000,2024-06-18 14:15:00,2024-10-06 00:15:00
MG0000516,LB000172,Hang nhat,39096000,2024-06-20 14:15:00,2024-10-05 14:15:00
MG0000517,LB000173,Pho thong,2165000,2024-07-08 14:30:00,2024-08-14 20:30:00
MG0000518,LB000173,Thuong gia,7522000,2024-02-25 14:30:00,2024-08-14 21:30:00
MG0000519,LB000173,Hang nhat,23693000,2024-06-29 14:30:00,2024-08-14 20:30:00
MG0000520,LB000174,Pho thong,2834000,2025-02-25 11:15:00,2025-05-28 15:15:00
MG0000521,LB000174,Thuong gia,6582000,2025-03-24 11:15:00,2025-05-28 17:15:00
MG0000522,LB000174,Hang nhat,18291000,2025-03-11 11:15:00,2025-05-28 12:15:00
MG0000523,LB000175,Pho thong,2265000,2023-09-23 10:00:00,2024-01-28 18:00:00
MG0000524,LB000175,Thuong gia,9882000,2023-11-17 10:00:00,2024-01-29 06:00:00
MG0000525,LB000175,Hang nhat,42735000,2023-09-09 10:00:00,2024-01-28 21:00:00
MG0000526,LB000176,Pho thong,2008000,2024-04-10 01:30:00,2024-05-19 23:30:00
MG0000527,LB000176,Thuong gia,10872000,2024-04-27 01:30:00,2024-05-19 10:30:00
MG0000528,LB000176,Hang nhat,43118000,2024-01-16 01:30:00,2024-05-19 18:30:00
MG0000529,LB000177,Pho thong,1259000,2024-03-11 22:45:00,2024-05-22 17:45:00
MG0000530,LB000177,Thuong gia,3609000,2023-12-21 22:45:00,2024-05-22 14:45:00
MG0000531,LB000177,Hang nhat,19313000,2024-01-05 22:45:00,2024-05-22 01:45:00
MG0000532,LB000178,Pho thong,3813000,2024-02-23 00:30:00,2024-03-21 13:30:00
MG0000533,LB000178,Thuong gia,14574000,2024-02-23 00:30:00,2024-03-21 23:30:00
MG0000534,LB000178,Hang nhat,47401000,2024-02-08 00:30:00,2024-03-21 03:30:00
MG0000535,LB000179,Pho thong,1638000,2025-05-14 16:45:00,2025-09-14 19:45:00
MG0000536,LB000179,Thuong gia,10751000,2025-07-01 16:45:00,2025-09-15 06:45:00
MG0000537,LB000179,Hang nhat,39547000,2025-08-21 16:45:00,2025-09-14 22:45:00
MG0000538,LB000180,Pho thong,4505000,2024-04-22 01:15:00,2024-05-03 11:15:00
MG0000539,LB000180,Thuong gia,12456000,2024-03-17 01:15:00,2024-05-03 12:15:00
MG0000540,LB000180,Hang nhat,10371000,2024-03-15 01:15:00,2024-05-03 23:15:00
MG0000541,LB000181,Pho thong,1995000,2023-11-27 15:00:00,2024-04-23 04:00:00
MG0000542,LB000181,Thuong gia,13213000,2023-11-08 15:00:00,2024-04-23 10:00:00
MG0000543,LB000181,Hang nhat,42353000,2023-12-23 15:00:00,2024-04-23 08:00:00
MG0000544,LB000182,Pho thong,2727000,2024-03-01 09:45:00,2024-05-26 09:45:00
MG0000545,LB000182,Thuong gia,11839000,2024-03-20 09:45:00,2024-05-27 08:45:00
MG0000546,LB000182,Hang nhat,34438000,2024-03-10 09:45:00,2024-05-27 03:45:00
MG0000547,LB000183,Pho thong,2964000,2025-02-22 13:15:00,2025-08-06 23:15:00
MG0000548,LB000183,Thuong gia,4145000,2025-07-13 13:15:00,2025-08-06 15:15:00
MG0000549,LB000183,Hang nhat,47433000,2025-06-30 13:15:00,2025-08-07 02:15:00
MG0000550,LB000184,Pho thong,1789000,2024-03-06 16:00:00,2024-03-10 03:00:00
MG0000551,LB000184,Thuong gia,9990000,2023-12-30 16:00:00,2024-03-10 06:00:00
MG0000552,LB000184,Hang nhat,36147000,2023-10-13 16:00:00,2024-03-10 07:00:00
MG0000553,LB000185,Pho thong,3605000,2024-08-04 11:30:00,2025-01-31 09:30:00
MG0000554,LB000185,Thuong gia,7865000,2024-10-01 11:30:00,2025-01-31 05:30:00
MG0000555,LB000185,Hang nhat,14697000,2024-09-22 11:30:00,2025-01-30 12:30:00
MG0000556,LB000186,Pho thong,1728000,2023-12-23 11:15:00,2024-03-09 15:15:00
MG0000557,LB000186,Thuong gia,8460000,2024-02-02 11:15:00,2024-03-10 06:15:00
MG0000558,LB000186,Hang nhat,38078000,2023-10-04 11:15:00,2024-03-09 21:15:00
MG0000559,LB000187,Pho thong,3657000,2024-08-05 04:00:00,2024-12-05 20:00:00
MG0000560,LB000187,Thuong gia,8361000,2024-07-04 04:00:00,2024-12-05 11:00:00
MG0000561,LB000187,Hang nhat,14488000,2024-09-02 04:00:00,2024-12-05 09:00:00
MG0000562,LB000188,Pho thong,3054000,2025-05-30 05:45:00,2025-10-19 10:45:00
MG0000563,LB000188,Thuong gia,8302000,2025-09-05 05:45:00,2025-10-19 12:45:00
MG0000564,LB000188,Hang nhat,33326000,2025-04-26 05:45:00,2025-10-19 06:45:00
MG0000565,LB000189,Pho thong,2704000,2024-04-22 02:45:00,2024-05-18 00:45:00
MG0000566,LB000189,Thuong gia,9767000,2024-01-05 02:45:00,2024-05-17 11:45:00
MG0000567,LB000189,Hang nhat,42277000,2023-12-24 02:45:00,2024-05-17 04:45:00
MG0000568,LB000190,Pho thong,4229000,2024-07-15 01:30:00,2024-07-22 16:30:00
MG0000569,LB000190,Thuong gia,8084000,2024-05-26 01:30:00,2024-07-22 23:30:00
MG0000570,LB000190,Hang nhat,49445000,2024-07-04 01:30:00,2024-07-22 22:30:00
MG0000571,LB000191,Pho thong,2517000,2025-03-09 15:30:00,2025-07-10 05:30:00
MG0000572,LB000191,Thuong gia,14914000,2025-06-03 15:30:00,2025-07-10 03:30:00
MG0000573,LB000191,Hang nhat,25026000,2025-04-01 15:30:00,2025-07-10 02:30:00
MG0000574,LB000192,Pho thong,4413000,2023-08-25 20:30:00,2024-02-17 23:30:00
MG0000575,LB000192,Thuong gia,7717000,2024-01-16 20:30:00,2024-02-18 02:30:00
MG0000576,LB000192,Hang nhat,40247000,2024-01-14 20:30:00,2024-02-18 19:30:00
MG0000577,LB000193,Pho thong,3820000,2025-01-03 12:45:00,2025-03-22 14:45:00
MG0000578,LB000193,Thuong gia,5970000,2024-12-02 12:45:00,2025-03-23 04:45:00
